TE	0	1	2	3	4	5	6	7	8	9
0	0	0.0011152302048482046	0.09359252409134201	0.11347966031981933	0.023955439566924874	0.017707350011384737	0.033117644493454564	0.0246919965732607	0.04516811372588768	0.024790149486097736
1	0.004666030342160344	0	0.07046097256380612	0.10078163321146288	0.005828440009924896	0.004594711600645388	0.023476803636347517	0.02640219311906889	0.04307364338887562	0.03724471058164627
2	0.02258278062491191	0.028374211349700952	0	0.10798363112355737	0.02018491828527145	0.02109233743785464	0.023578200994544368	0.024052539085829487	0.03908378544147671	0.034238219618189306
3	0.055340144411157095	0.04348109427102921	0.12928442361376258	0	0.036587819587426906	0.02544489985772676	0.0319067424981427	0.022890347292201785	0.04361309074393632	0.039921944834213616
4	0.06132605097162639	0.0061605433995575954	0.13864195152094352	0.119284337495795	0	0.04035995386098199	0.020348333949136266	0.022617798319041392	0.02837374354358546	0.0016466889176284104
5	0.04545876017012839	0.005394477036457482	0.13789924075452772	0.13283191478232956	0.04863664724451617	0	0.033632588745189144	0.022380677884274336	0.03229895966195439	0.0017510104438443572
6	0.05264451771296547	0.004450022471443702	0.10834337937138759	0.13991844277686985	0.02241250030525787	0.029108842291853503	0	0.03398599377859892	0.03350103687588233	0.007721229129607413
7	0.048111999425219404	0.006021149132426204	0.12755755694223148	0.09832160022160585	0.03781517005008473	0.035565421423877204	0.033214655042678724	0	0.04668683458663692	0.00655227150449634
8	0.03531011692757515	0.013428182978791862	0.12028780289460066	0.12335720642849272	0.02633010507762392	0.023781568260624313	0.02852213410438428	0.02845092386998352	0	0.011044754554023492
9	0.037059483482351385	0.013243113048494425	0.08893844586149023	0.11581455821841741	0.00930710266559818	0.005808436219409683	0.022785168133841186	0.020415825007494396	0.0432614392939991	0
