,0,1,2,3,4,5,6,7,8,9
0,1.0645707,0.020877475,0.10727424,0.027664363,0.017292852,0.003978346,0.010941881,0.012056619,0.00062619423,0.015681686
1,1.6158594,0.021975975,0.31266272,0.002019769,0.0059949,0.003260032,0.0007238247,0.009190247,0.0012983008,0.018738855
2,1.281754,0.029255737,0.39649126,0.02755546,0.017973313,0.0049990756,0.035569612,0.012035021,0.11065224,0.041306347
3,1.4691864,0.0055599012,0.3789268,0.06600209,0.023421586,0.004425118,0.002530238,0.011740327,0.0057923263,0.0026568777
4,1.692199,0.0017113156,0.17540039,0.017157815,0.05542226,0.0014373132,0.015961833,0.036067534,0.018859155,0.010287298
5,1.4528517,0.020709591,0.29347813,0.020737035,0.01499202,0.0076436624,0.040835313,0.020877792,0.002856588,0.0029007404
6,2.0751007,0.0027298324,0.22741875,0.055422753,0.00017847757,0.004396588,0.0072199213,0.008750031,0.009594674,0.04667326
7,1.3676994,0.025040636,0.5534372,0.0015129364,0.009649079,0.02093102,0.008677892,0.0033695227,0.007910368,0.026826058
8,1.5113511,0.026916215,0.50889087,0.008868886,0.018938782,0.019442813,0.010713294,0.0053138114,0.0006999276,0.0012570524
9,1.7114043,0.041610412,0.5039724,0.018222727,0.017044507,0.051314168,0.015050481,0.026485177,0.018963953,0.0073518753
10,1.7589294,0.01787796,0.52345353,0.0037914892,0.056770872,0.0002901218,0.040124588,0.001495217,0.0017190274,0.010081106
11,1.5676117,0.044541657,0.5730854,0.0048634,0.027373016,0.061355866,0.0059273527,0.005350448,0.0039636926,0.020025488
12,2.020008,0.0003857251,0.49109778,0.009361032,0.015416441,0.00017001209,0.008036104,0.010928421,0.003601411,0.025465468
13,1.619079,0.007840732,0.6083826,0.004062092,0.012979984,0.095945224,0.013126268,0.0022581895,0.020154573,0.013514352
14,1.7089102,0.0019471297,0.62689215,0.013719947,0.0022363276,0.0059128306,0.010939172,0.0066372897,0.041586053,0.0060839835
15,2.1255946,0.0005329729,0.5810196,0.009003511,0.12169139,0.023269027,0.0073741297,0.040364016,0.0036502592,0.009223025
16,1.7299565,0.059446946,0.6528707,0.052026227,0.00076104706,0.027379125,0.009834762,0.0931069,0.001953864,0.119255476
17,1.6340133,0.03900735,0.71816796,0.02259994,0.004830142,0.00853659,0.023962079,0.0048917793,0.0043842634,0.012480798
18,1.8417653,0.0022471307,0.732881,0.005117943,0.007253974,0.04582124,0.015989147,0.0004420521,0.014011823,0.017911855
19,1.955122,0.018784827,0.7556879,0.001797117,0.024798455,0.048709087,0.013623069,0.008583,0.0049629463,0.0021761793
20,1.6878421,0.004790441,0.7837801,0.020471144,0.018430628,0.014324253,0.026263235,0.006809778,0.011247404,0.020794623
21,1.5350407,0.0025885482,0.8556756,0.012486846,0.001823911,0.00010657755,0.017155126,0.13709372,0.0063854516,0.026981357
22,1.7917047,0.01454492,0.8207,0.0058122454,0.008744795,0.0008748969,0.014683999,0.0025807954,0.008452847,0.01288087
23,2.2206821,0.010632447,0.69720024,0.035999198,0.0038975393,0.008063475,0.03078743,0.00067419047,0.022904024,0.0009898475
24,1.8563937,0.030888688,0.8757636,0.018511426,0.008602728,0.023534685,0.0003791331,0.0032564702,0.0060808384,0.03481727
25,2.0132568,0.01067579,0.8231478,0.053749703,0.056770526,0.017744545,0.0015394486,0.0070350664,0.005703765,0.015164541
26,1.7184356,0.015060865,0.98543686,0.004003304,0.00013635201,0.024786852,0.0028840348,0.0065584825,0.033958934,0.018206136
27,1.8263168,0.0025180613,1.0406077,0.020179404,0.035231236,0.07210535,0.0019206761,0.0107249385,0.10259656,0.04856458
28,1.7765015,0.07365081,1.0578603,0.17602181,0.005582064,0.07549936,0.028377492,0.011788056,0.024391374,0.022426827
29,1.7408655,0.01982197,1.1122662,0.009828572,0.0039171837,0.009394978,0.00034619914,0.022500202,0.010367979,0.0045109666
30,2.3813686,0.0039032781,1.0731729,0.005579722,0.04355887,0.0086073,0.012581837,0.0056824335,0.031091569,0.0040264362
31,1.9200108,0.005955609,1.2148359,0.0020323987,0.0030153743,0.01548707,0.017947784,0.02329325,0.012934533,0.0020830168
32,1.7432547,0.00091544783,1.1949221,0.00590177,0.041610643,0.025937442,0.015822219,0.007953416,0.028065914,0.023441998
33,2.0334728,0.021571182,1.2394111,0.0007868594,0.0069540055,0.0062088054,0.020964712,0.0013065123,0.003504305,0.010770115
34,2.3610094,0.011076395,1.204177,0.009289187,0.06607449,0.0137025,3.887382e-05,0.00012639661,0.012393649,0.010352125
35,1.9550099,0.00018438441,1.3176801,0.0042851474,0.007829553,0.025165545,0.0134738255,0.030283432,0.023444355,0.002456298
36,2.0921423,0.000716617,1.2895623,0.24136515,0.0024083366,0.017264819,0.0026128315,0.00172004,0.017254952,0.0029959907
37,1.5990971,0.0065789158,1.2760729,0.015202807,0.03782678,0.00880297,0.019916901,0.040129412,0.008372029,0.009878647
38,1.9350356,0.03455738,1.3331087,0.0016481017,0.0064310078,0.0064649414,0.03743687,0.043462157,0.015331335,0.031887542
39,2.0446591,0.013555459,1.345667,0.039192222,0.008551357,0.009826338,0.0045833336,0.0070826514,0.018746646,0.04175461
40,1.9667578,0.015376576,1.3607535,0.003595579,0.033180993,0.040190823,0.0018402444,0.019958036,0.014824647,0.03421187
41,1.8880738,0.0076055797,1.3620106,0.090288274,0.023360925,0.009108138,4.470258e-05,0.023516098,0.011406391,0.19028085
42,2.0919507,0.004319854,1.3873651,0.04092113,0.012905568,0.032131944,0.01867774,0.0007546804,0.0018690961,0.03460506
43,2.0828226,0.0028476345,1.3853945,0.0005475916,0.120845735,0.016581554,0.0174175,0.025744468,0.016961023,0.0060394863
44,1.7196926,0.00907946,1.4134119,0.005463375,0.05985694,0.0038232468,0.0018465632,0.017108219,0.0051971516,0.0018091836
45,2.0959096,0.061237633,1.4873868,0.07196875,0.06328209,0.0014273977,0.0015171525,0.034480926,0.07598576,0.028021345
46,1.7100198,0.013046554,1.4997212,0.12588021,0.06873663,0.0029294195,0.081838146,0.017816884,0.016791435,0.077077195
