TE	0	1	2	3	4	5	6	7	8	9
0	0	0.005613251879538928	0.06213750549632887	0.06928791748344859	0.05431676590170042	0.05665046111556625	0.08331316095336724	0.07420871622704012	0.026958799311091457	0.01560521201629299
1	0.0025735640245731243	0	0.046848158668821	0.04642171326911375	0.011826209511669343	0.010049737949350173	0.034583568981734515	0.04424919228949755	0.024824619340816513	0.023067987172942644
2	0.013870056257245472	0.017049177414270776	0	0.0623851081853364	0.05030559729868544	0.054949880949738406	0.07784215761586227	0.0639128257773501	0.018153214985828683	0.01953788841363437
3	0.04147462948865639	0.023787360756725974	0.048101978671383556	0	0.06423880007488168	0.06002468184845689	0.07562523406552123	0.07896699627845925	0.01658511714144847	0.023458222153610358
4	0.0179735018347619	0.004711171476213977	0.06885476052161162	0.07382640176409241	0	0.10820373199371813	0.0697881685036785	0.07570920202114528	0.019187541459290535	0.005274962437680574
5	0.031533663470112536	0.0051161445946785	0.04918341629718454	0.06582471374817091	0.0989449150644439	0	0.0522047078509027	0.09151254262083064	0.0261801319867846	0.0045384856843785435
6	0.02891840942868748	0.004017820346587849	0.04727932419797327	0.08114442591853652	0.06720272520657304	0.05927581127220849	0	0.07692927991645347	0.026601877592332852	0.009936303918359438
7	0.023792347930038073	0.003609329457885054	0.053789034276321174	0.05873042568342974	0.07058411899235914	0.07874188740873356	0.07645749492528679	0	0.04019966445883418	0.010291536538303824
8	0.013920074864631342	0.014463982364517578	0.06610653170564339	0.0766675130990839	0.06547421863623731	0.0586855501464357	0.07410196899103483	0.10536195936162174	0	0.010265846531860065
9	0.025586644702331983	0.017960417402551235	0.048874362495575654	0.05688250055050299	0.017562755981103868	0.020728974407787704	0.05989907454328269	0.08189179469731471	0.02640564746862794	0
