SourceGENES,TargetGENES,Interaction,Edges
Gene  6 ,Gene  5 ,1,activation/repression
Gene  2 ,Gene  1 ,0.606017302300625,activation/repression
Gene  2 ,Gene  6 ,0.592720317194124,activation/repression
Gene  2 ,Gene  7 ,0.529450178327853,activation/repression
Gene  5 ,Gene  4 ,0.316769097309433,activation/repression
Gene  1 ,Gene  7 ,1.09427438820579e-36,activation/repression
Gene  1 ,Gene  6 ,1.00307861499129e-36,activation/repression
Gene  4 ,Gene  3 ,7.90531859651548e-37,activation/repression
Gene  7 ,Gene  5 ,7.83073208113636e-37,activation/repression
Gene  3 ,Gene  2 ,5.4036968653109e-37,activation/repression
Gene  1 ,Gene  4 ,3.52739655749492e-37,activation/repression
Gene  1 ,Gene  2 ,3.50899650622555e-37,activation/repression
Gene  1 ,Gene  3 ,2.13218605692055e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
