,0,1,2,3,4,5,6,7,8,9
0,1.2289519,0.01818335,0.091425955,0.01,0.0112963775,0.012837288,0.0030133035,0.019149486,0.003825033,0.01
1,1.3376884,0.0073808786,0.19100855,0.013127893,0.022399029,0.02000321,0.009676814,0.0046675587,0.01856339,0.03399754
2,1.0939516,0.022444934,0.11307736,0.016743042,0.014160302,0.0015995225,0.018480787,0.0070052324,0.00701743,0.019133765
3,1.4306604,0.03329619,0.34168825,0.0025811375,0.051918734,0.00549295,0.0007406335,0.0068280217,0.0087393215,0.017065564
4,1.4574705,0.0049142516,0.4038062,0.011147392,0.00068584847,0.046569165,0.0034846424,0.06332188,0.05305448,0.011276918
5,1.273514,0.0014714553,0.51473075,0.059750617,0.060155533,0.02308971,0.00012715888,0.0024301321,0.027958674,0.0034638834
6,1.8681664,0.0009881058,0.35801348,0.01738012,0.014985813,0.019650789,0.0015961203,1.506177e-05,0.01430335,0.008199887
7,2.002007,0.0138083,0.2992965,0.01830363,0.00018602585,0.02970193,0.0005749666,0.0073592365,0.043580197,0.028102798
8,1.4319782,0.010264267,0.66141903,0.009275751,0.026869118,0.058242764,0.00092827744,0.008381255,0.00038013558,0.006099243
9,1.5136802,0.05798291,0.6698115,0.0014459135,0.0085197035,0.04563337,0.0011302535,0.12543783,0.046233565,0.014645306
10,1.2985222,0.001155064,0.80677015,0.014877141,0.009468142,0.0027515283,0.0010870392,0.00790683,0.003653833,0.036801554
11,1.8700101,0.005751508,0.5106801,0.019367857,0.0037848677,0.06464276,0.020979233,0.005999491,0.020188686,0.00844015
12,1.8642073,0.007473909,0.5405294,0.00010448578,0.0023985202,0.0055556023,0.13026291,0.02729244,0.017153472,0.0055156546
13,1.6092066,0.008161064,0.70277685,0.0028328332,0.009768378,0.005310247,0.15116711,0.038132954,0.0113245845,0.13399492
14,1.7629144,0.006082131,0.653735,1.3684159e-05,0.0025159507,0.01904837,0.016192118,0.022595134,0.029401135,0.019337116
15,1.7933474,0.015232257,0.6683164,0.005980241,0.0059038685,0.007545014,0.0050060707,0.000259792,0.011743501,0.0012602495
16,1.7212938,0.00051693467,0.6814333,0.042960323,0.07564809,0.008651534,0.017220082,0.0004435059,0.0095772855,0.008444028
17,1.9108955,0.018263862,0.64296854,0.005497603,0.016142352,0.021610783,0.008288506,0.037917834,0.002729195,0.012087455
18,1.5494676,0.0066277483,0.8309181,0.0034025745,0.017502962,0.07254642,0.0051136473,0.040050805,0.006783423,0.0021746634
19,1.6723114,0.028201994,0.7557634,0.03283715,0.03971204,0.007957827,0.08457544,0.008199821,0.009245644,0.00264891
20,1.4729364,0.015363097,0.939246,0.005139649,0.003478806,0.00028769282,0.01040562,0.016637092,0.0032980966,0.017873662
21,1.4852662,0.040070634,0.9645835,0.026122632,0.0074162413,0.024782037,0.0010977823,0.01346499,0.054190554,8.653932e-05
22,2.3408773,0.15804036,0.57984084,0.0047544604,0.016825374,0.0037486574,0.0007786787,0.02063533,0.011107454,0.010226078
23,1.5848664,0.0064854715,0.9262768,0.0014150104,0.004096214,0.011328651,0.009393672,0.003755339,0.009883661,0.032279756
24,1.809725,0.0035494028,0.8685107,0.017167332,0.0013452551,0.0348097,0.013051541,0.024213543,0.01789096,0.027997006
25,1.5317112,0.019530155,1.001318,0.00074298005,0.022739805,0.01752165,0.031930376,0.0038197616,0.0029943683,0.0037184595
26,2.0579376,0.0023100358,0.81256497,0.0022735824,0.010598408,0.008265582,0.011590457,0.003267032,0.0396578,0.09222346
27,1.8646672,0.0019976394,0.840195,0.015126743,0.049867503,0.0034850813,0.004885119,0.019653473,0.010056513,0.06790906
