TE	0	1	2	3	4	5	6	7	8	9
0	0	0.0039274639741836235	0.09844247755454867	0.09261595440615372	0.01885841888311223	0.02249123018904922	0.031616126188302514	0.01735469338467174	0.03681733218803159	0.050187546347325675
1	0.005624078893771734	0	0.06498067141872192	0.09038381226318781	0.00730232310277503	0.012004233174583972	0.03260915811033507	0.015753887584051215	0.03093854660018965	0.06266240183904682
2	0.05711164003642393	0.04163582072032193	0	0.08871454036152063	0.028552783101034637	0.02620203402508691	0.03343675708049842	0.025783980657789807	0.022753485137096824	0.06567396710735265
3	0.07831927783505029	0.04373355167967521	0.09363283391415969	0	0.02030821284018987	0.03336545726400873	0.03371858711610974	0.030728107646848902	0.020139679629439314	0.07053902008334188
4	0.07017049580001787	0.005791884342552726	0.0977157445462196	0.0717622998026354	0	0.05732174916430174	0.029732692587590606	0.04851052225409666	0.01735324609721956	0.007546369010206636
5	0.0732663828193477	0.008547622899069263	0.11410851847830032	0.09918959738065186	0.03881265132034627	0	0.03618939272296633	0.018051226143038345	0.012088185820098851	0.010158338073217879
6	0.0643564643908224	0.027561847474465682	0.09199336234099813	0.07423923691971018	0.015549715090520484	0.02336459307038951	0	0.045348661202311624	0.05132979132149953	0.03357604125387451
7	0.05790606534335239	0.01228270096511235	0.1064858582720884	0.06790579382738011	0.033608959609347656	0.01428452738654538	0.04376724299058568	0	0.01687992399809171	0.038384806302254444
8	0.04529010227119425	0.02060013572709543	0.119510786257214	0.079511398171585	0.013681348734121444	0.017561221987036208	0.029879345321938876	0.03667453411286968	0	0.024774129178411448
9	0.05628775487166061	0.03623562150614716	0.10041125042491604	0.08511259551811472	0.018834426715060016	0.016322541809118647	0.03881549212260649	0.027162611159270465	0.026252296976096854	0
