TE	0	1	2	3	4	5	6	7	8	9
0	0	0.0047227732862745	0.027670186532092404	0.0032806314747606214	0.06008350922467534	0.058246542646921445	0.057462712088772135	0.07035721555370045	0.021100489055507335	0.023018770944931714
1	0.015225067850711578	0	0.029791507339260098	0.013744673040719317	0.0349715789165223	0.03544499912340225	0.045298598181111566	0.050927060618320266	0.014004973928635159	0.02039256309125913
2	0.03356732082639546	0.021898440012008587	0	0.015465990794668054	0.05708270626608437	0.051632992745670424	0.04625158595721715	0.040575865639025106	0.015608492567155312	0.0032239509497373428
3	0.027954290962276553	0.025723997205191182	0.0336609195679467	0	0.04705214701605668	0.06057381008713441	0.06875489104039632	0.06215081118116402	0.01588048232783249	0.005488437449909539
4	0.019330654311785333	0.007330570817942916	0.023888232467226635	0.023734188393150932	0	0.1698430352116211	0.07373741829922832	0.07863587679282391	0.022264055040706113	0.006612262336922075
5	0.02265463373294639	0.012919142591994738	0.028790016764552076	0.02003185748293359	0.17193526282163554	0	0.079250091280811	0.10269757708079484	0.003811706517838737	0.012928480271308445
6	0.024949569504342895	0.020678711818391246	0.028041262574111585	0.01500940893364986	0.07444721035541293	0.09567408773811631	0	0.14445886853934714	0.03329489144503467	0.009383961829223726
7	0.013964775203302037	0.017672038592236226	0.012419294589004674	0.007743451226629423	0.10821669555933627	0.09492878521022385	0.10380572281104682	0	0.0052695010053304195	0.026949214618566364
8	0.025171421605478538	0.014626303149717438	0.014535900739185668	0.01701975221239924	0.09874565715713673	0.09719272659589531	0.08741077847500685	0.09305295368651226	0	0.009147219579527268
9	0.02665193418660423	0.029639880464340275	0.01491824261438515	0.014180784721020648	0.04829505898313328	0.0436429675218314	0.05639885622519666	0.07325608375271234	0.020139456505303424	0
