TE	0	1	2	3	4	5	6	7	8	9
0	0	0.01468518303005451	0.027465999135910663	0.013291200279540945	0.05310500759768488	0.0526921407768988	0.045785738567140424	0.06166014019997832	0.026720757936155623	0.021242665843286927
1	0.029627032913506483	0	0.04043289988587805	0.016817575030026174	0.04989698670967662	0.050238038476611284	0.04511608185465427	0.05642705930257263	0.025105753116985333	0.026062846219888053
2	0.038819497471181776	0.03445901073264565	0	0.026411052324254267	0.05703687367262326	0.04530431637203242	0.04992443581222451	0.036241107507614716	0.01698416570899729	0.008447862793294316
3	0.019319636063395835	0.02007751401530771	0.053763006999929676	0	0.05143447285007997	0.047235932882607225	0.06962562147345094	0.05710948685809556	0.018852543301275553	0.00835191766240541
4	0.03127795538558489	0.024347882592242822	0.026586652323581386	0.02392596928962993	0	0.20186953944550712	0.053507257643517776	0.07448263529095703	0.04200432809135639	0.006158073961637307
5	0.034895886268953215	0.030263227304550246	0.03837764440012646	0.010943779732463015	0.2153896571869616	0	0.06713837170021293	0.06454005416055454	0.011066944116769256	0.020523907837175736
6	0.02300914318172755	0.016592903482754415	0.020899532498956888	0.025544209567657628	0.0663343910400379	0.12730654172619005	0	0.15166179548719516	0.04514380066907328	0.005673168016036751
7	0.016671454056453015	0.020777998282273946	0.01790924160440949	0.014151455313354442	0.12243535977268939	0.06763144248913477	0.1381461337134056	0	0.010031052392205045	0.03385106074389607
8	0.0395758768317642	0.029904019536506964	0.013697164552553022	0.01986696092617335	0.11348738698328333	0.0896485235655067	0.10222886259327225	0.057468933521080526	0	0.013509203765812196
9	0.03992700454874961	0.04925970503984299	0.013360552314615554	0.0166762356403809	0.07203624498426639	0.0576027950668576	0.023460899376068597	0.04233378788355472	0.038042904822218865	0
