SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  3 ,Gene  10 ,0.896201003871694,activation/repression
Gene  3 ,Gene  1 ,0.809215515058622,activation/repression
Gene  10 ,Gene  9 ,0.763341329847811,activation/repression
Gene  3 ,Gene  7 ,0.69828395716851,activation/repression
Gene  1 ,Gene  10 ,0.693098420337028,activation/repression
Gene  2 ,Gene  9 ,0.686397106719643,activation/repression
Gene  2 ,Gene  10 ,0.617568752292508,activation/repression
Gene  7 ,Gene  9 ,0.542349303277916,activation/repression
Gene  1 ,Gene  9 ,0.455608020924201,activation/repression
Gene  3 ,Gene  8 ,0.366758742005033,activation/repression
Gene  1 ,Gene  2 ,0.327170788611,activation/repression
Gene  7 ,Gene  5 ,0.277719781626193,activation/repression
Gene  7 ,Gene  6 ,0.263808970471154,activation/repression
Gene  10 ,Gene  8 ,0.220870997455403,activation/repression
Gene  3 ,Gene  5 ,0.141541701557205,activation/repression
Gene  10 ,Gene  7 ,0.0761394650818989,activation/repression
Gene  8 ,Gene  6 ,0.0682737241277511,activation/repression
Gene  8 ,Gene  5 ,0.0647579448659224,activation/repression
Gene  3 ,Gene  6 ,0.0224935899900621,activation/repression
Gene  8 ,Gene  10 ,0.0125480605102608,activation/repression
Gene  8 ,Gene  9 ,0.000810117955005934,activation/repression
Gene  9 ,Gene  8 ,6.82272633368986e-36,activation/repression
Gene  9 ,Gene  7 ,6.00295775577993e-36,activation/repression
Gene  6 ,Gene  5 ,3.38243070477085e-36,activation/repression
Gene  4 ,Gene  3 ,3.05050637111042e-36,activation/repression
Gene  6 ,Gene  4 ,2.9780597297593e-36,activation/repression
Gene  5 ,Gene  6 ,2.95633540137658e-36,activation/repression
Gene  5 ,Gene  4 ,2.80482237275429e-36,activation/repression
Gene  9 ,Gene  6 ,2.60579149834413e-36,activation/repression
Gene  4 ,Gene  1 ,2.37301543477116e-36,activation/repression
Gene  4 ,Gene  2 ,2.18763274612793e-36,activation/repression
Gene  9 ,Gene  5 ,1.27510028894207e-36,activation/repression
Gene  5 ,Gene  9 ,3.65271758445823e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  10 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  10 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  10 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  10 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  4 ,0,no regulation
Gene  8 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  3 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  10 ,0,no regulation
Gene  10 ,Gene  1 ,0,no regulation
Gene  10 ,Gene  2 ,0,no regulation
Gene  10 ,Gene  3 ,0,no regulation
Gene  10 ,Gene  4 ,0,no regulation
Gene  10 ,Gene  5 ,0,no regulation
Gene  10 ,Gene  6 ,0,no regulation
Gene  10 ,Gene  10 ,0,no regulation
