SourceGENES,TargetGENES,Interaction,Edges
Gene  1 ,Gene  6 ,1,activation/repression
Gene  4 ,Gene  3 ,0.750814709982461,activation/repression
Gene  3 ,Gene  1 ,0.540727439959429,activation/repression
Gene  3 ,Gene  2 ,0.45986981155611,activation/repression
Gene  5 ,Gene  4 ,0.407095112978755,activation/repression
Gene  7 ,Gene  5 ,0.321388964694432,activation/repression
Gene  4 ,Gene  2 ,0.295714255882336,activation/repression
Gene  3 ,Gene  4 ,0.210212067958361,activation/repression
Gene  5 ,Gene  3 ,0.0495878204281774,activation/repression
Gene  1 ,Gene  7 ,0.0277518713933754,activation/repression
Gene  7 ,Gene  6 ,0.00793464173623286,activation/repression
Gene  7 ,Gene  4 ,0.0073383275202811,activation/repression
Gene  6 ,Gene  5 ,6.47237435373766e-37,activation/repression
Gene  2 ,Gene  7 ,4.47597150769689e-37,activation/repression
Gene  2 ,Gene  5 ,3.48483367659653e-37,activation/repression
Gene  2 ,Gene  1 ,2.45512042013388e-37,activation/repression
Gene  2 ,Gene  4 ,2.05817522673718e-37,activation/repression
Gene  6 ,Gene  7 ,1.39632696801403e-37,activation/repression
Gene  2 ,Gene  6 ,5.86395320773057e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
