,g1,g10,g2,g3,g4,g5,g6,g7,g8,g9
g1,0.0,0.4950514731909281,0.3211786043263334,0.0657636066648915,0.03807873824489307,0.0408818016354921,0.052410991344584656,0.04974496956574904,0.10165275395455405,0.165505521678461
g10,0.4408481882774435,0.0,0.2077431859756009,0.06116592650703152,0.056094398256994096,0.053025252669653834,0.059414214558531284,0.05529169286772093,0.16850595477682406,0.31683788308520927
g2,0.1402077031949351,0.12532132401832558,0.0,0.24343696491747016,0.019005632544333417,0.019945582347294145,0.03976202633119581,0.04877183187833996,0.04387349462730106,0.038822179530471075
g3,0.020499040115386825,0.009415998624554467,0.17153541581803303,0.0,0.07954020132964153,0.09043721490774832,0.056922080169277384,0.05411282696960723,0.037819202912112944,0.01525396931543499
g4,0.023725846042679927,0.017584100797166408,0.044379519026067724,0.1415683465265135,0.0,0.1643187230392023,0.34328652759912764,0.205725627800338,0.04772810846490097,0.06398790146926267
g5,0.03374791536570041,0.02354761628624811,0.04088974049158119,0.12497002937785007,0.15256533169691378,0.0,0.190150515259298,0.3278042788381554,0.05319390912791773,0.0661656559409077
g6,0.025813947432727427,0.01907084803103221,0.04033587238415801,0.07558205456573257,0.3124979364753533,0.13200066268557875,0.0,0.07974114624806342,0.06139667465896239,0.02233846868677391
g7,0.027506490694386716,0.01771060641947233,0.04591004904656902,0.08293930041361232,0.12831660437228962,0.26779302095361757,0.09425569344632286,0.0,0.06921190463256234,0.023475949106951898
g8,0.07132017527935634,0.07507121112240685,0.04677382436494111,0.12002815068914452,0.07587305909768488,0.08925374275321059,0.11038064859772583,0.12337942054430436,0.0,0.28645497145579385
g9,0.21533232310353048,0.21401385206988066,0.08280530413185276,0.08330962825061125,0.13659690475844655,0.14338872162663466,0.053026006990034104,0.05332751875641927,0.4168119628718329,0.0
