,g1,g10,g11,g12,g13,g14,g15,g16,g17,g18,g2,g3,g4,g5,g6,g7,g8,g9
g1,0.0,0.009218816950068896,0.008364309082570541,0.006725827295469252,0.006639286014773053,0.008948244247000107,0.008857871301256953,0.01169779769620421,0.022396557937109395,0.09703920455141993,0.09082277852795219,0.02944657538649435,0.019068788190313764,0.012659856975199843,0.011300062329077314,0.010491039538006187,0.008063197642371095,0.007885253677015565
g10,0.05471889807174571,0.0,0.23393134497017856,0.10189329683654577,0.050652382948999694,0.030682472287686308,0.02375299873818728,0.019285971101905025,0.021172365554971588,0.03503119105016928,0.05161000884034451,0.029626329190823256,0.02824734065471309,0.028710498165381796,0.04311072111078734,0.06835997993405908,0.1433768180279611,0.3110352744306545
g11,0.054281171929611585,0.3000505310850586,0.0,0.2255691647155997,0.10593498926486641,0.055753641525254034,0.03365884808287979,0.025735150868654556,0.019987356010145077,0.021500313803214616,0.04714165211852648,0.028175852040424675,0.023200720083836272,0.01851981583450926,0.026667297185862002,0.04318035710991898,0.06131683268289285,0.1290457274351808
g12,0.05167857222677008,0.12106007181867144,0.2849274063330638,0.0,0.25601402348393776,0.1233380925157676,0.06268526702037032,0.03948228448557581,0.028366331492053098,0.029690857311383868,0.04524440049696195,0.025656644663488458,0.020247624840146836,0.018180513222011575,0.014573673209984117,0.020921748142572864,0.03477740586421694,0.06230935162380758
g13,0.05040758495354755,0.0664097151737521,0.12685705535910238,0.3041911283636714,0.0,0.2414616700613138,0.12172031555293303,0.07704927660914598,0.04257083584660078,0.0431634366077808,0.049044610905013976,0.024538502889441118,0.021133548061062365,0.015130324703571589,0.01524092962540956,0.014384961857808003,0.021320382527166015,0.03319090283175173
g14,0.0527761235104742,0.027174114162078426,0.06421192926198488,0.1413547525748051,0.29155175376646486,0.0,0.234346910091337,0.12859090102653914,0.06340816721182696,0.042649142042174425,0.043982502789205555,0.02818635278759735,0.018042278065964836,0.014081846406324818,0.012855596477207848,0.010589580957379895,0.014748557554657605,0.019029325355150856
g15,0.06132435858438041,0.015352380463277863,0.02488968336938787,0.046822911294560884,0.11674597792409354,0.3015142560584789,0.0,0.2848036400524304,0.11357303955668542,0.07030649422288984,0.046970669548883445,0.02421425932346362,0.016855557421484757,0.012012398281751902,0.011683165275931336,0.010153812447954673,0.009399217198477843,0.011639541692521477
g16,0.06128704695531118,0.007548756748756165,0.013491421500626918,0.02297099332170056,0.05329102370543937,0.1059200043369929,0.31705470067649755,0.0,0.2811971903416207,0.10948010571699565,0.05270415137241172,0.027103854125938128,0.017609744713920274,0.014689530624250161,0.010500332498796549,0.009107044425040827,0.008581477818543118,0.008305082246961566
g17,0.06267031527326944,0.006886169067701017,0.008061082264748224,0.010223309926008145,0.017011070345949616,0.040787104404205236,0.09720843908348178,0.27478664189894353,0.0,0.3176482732203737,0.048744526998055454,0.027462762509805366,0.016193966651544232,0.01224144500241518,0.011074677501545952,0.010627121196670421,0.008569700860141796,0.007578891701055841
g18,0.08408411566996524,0.006205806546666196,0.00600729690024117,0.007218826404892593,0.008588104264182196,0.009217631025951353,0.02253252025758704,0.04767711097013301,0.2707842847671934,0.0,0.047673546089690225,0.025429053153933633,0.01551154650110328,0.01376317017942535,0.011092632371236569,0.009024513867647013,0.0074838824310102916,0.007615050584142609
g2,0.0901422674130254,0.006682878430542701,0.007335467820930467,0.008268427091667,0.006994116972117742,0.0076682515095128825,0.008538086273641348,0.01072195249858951,0.022470167384606707,0.02783142371013019,0.0,0.1018808343216011,0.031192385734564107,0.01589835317900859,0.012047092365805822,0.008669199056473433,0.007165344470305985,0.007924923188796345
g3,0.058050715817868276,0.006940458486503925,0.007472579649465811,0.007461118103877136,0.007019950976658597,0.006167061838433011,0.007508846166316139,0.011923189279723578,0.015174487415855111,0.032336481898799896,0.13387353570517102,0.0,0.2046173424651275,0.06292467701164751,0.029286985675559887,0.015579272797418412,0.01222801840772771,0.00765262343409363
g4,0.05965191309839863,0.0077065249427373805,0.0071272665994035755,0.006465953592252188,0.006418265131308876,0.007686976412407911,0.00857268154128402,0.014169808931862591,0.017878199637694103,0.03852958597849433,0.07770395356268427,0.28561445494223003,0.0,0.19030160996850762,0.07477599643845326,0.029128069069247337,0.014187163755524427,0.012486494965945531
g5,0.047178081696914426,0.011782928725490813,0.009137395643909653,0.008667028020565775,0.006837675941267832,0.006668967393253634,0.008400436945566081,0.008621084718595256,0.012578512180044268,0.02189926734182609,0.06316366926561946,0.13430357211336263,0.29138699049578354,0.0,0.22891800620012426,0.08518109263942174,0.040980467970780775,0.020299060054709533
g6,0.0531514003316264,0.026628999562492324,0.017298852915054442,0.010478090075493654,0.0074802528663646265,0.009262883325226456,0.008143146096096829,0.010328594017605958,0.01721233727090072,0.021903924012839464,0.052228947513271694,0.08018541488550787,0.12077100617444604,0.3146003861092725,0.0,0.21577729509478935,0.09466585702478707,0.048258322059457695
g7,0.05081546466202631,0.04310766179910002,0.024980604208455656,0.016084533076099163,0.011061835501902238,0.009317371010478172,0.00792580799039354,0.010529018658977358,0.01374247800426877,0.023820855438538586,0.0528254173503735,0.0531099147718072,0.0660506615237689,0.14253008304848247,0.29339214205795466,0.0,0.21655611989718987,0.09810470049136238
g8,0.04862793792265869,0.10072183610004706,0.04929854940471607,0.030414677444051973,0.0189472068907375,0.014111073015094325,0.011397527126263862,0.012855503094291338,0.015242460867645372,0.02474757755230946,0.0442529832405308,0.041045170105571765,0.05001244722734258,0.07552337736781777,0.1307855103931092,0.2946961557681782,0.0,0.20622976693930825
g9,0.057397869602717255,0.23485751608976826,0.1050239285748019,0.04454953734589627,0.028202100399720542,0.018299036003899385,0.01497767885705874,0.013366249004064553,0.017773204673032447,0.0395168466587034,0.05299365892799165,0.03491130511197922,0.04080018571167922,0.03954005678973637,0.06352668799319885,0.1431873457226922,0.2957807148784172,0.0
