SourceGENES,TargetGENES,Interaction,Edges
Gene  12 ,Gene  9 ,1,activation/repression
Gene  12 ,Gene  10 ,0.985923004459223,activation/repression
Gene  12 ,Gene  8 ,0.946951111114511,activation/repression
Gene  2 ,Gene  18 ,0.94474124677507,activation/repression
Gene  13 ,Gene  10 ,0.901842490769281,activation/repression
Gene  13 ,Gene  9 ,0.860661115596589,activation/repression
Gene  6 ,Gene  4 ,0.723773364636796,activation/repression
Gene  13 ,Gene  8 ,0.69986845430848,activation/repression
Gene  5 ,Gene  3 ,0.690872980088462,activation/repression
Gene  13 ,Gene  12 ,0.669324005663847,activation/repression
Gene  12 ,Gene  11 ,0.631377386477053,activation/repression
Gene  2 ,Gene  17 ,0.609671152027937,activation/repression
Gene  12 ,Gene  6 ,0.600039752503609,activation/repression
Gene  12 ,Gene  1 ,0.593819351120945,activation/repression
Gene  13 ,Gene  11 ,0.566882176811524,activation/repression
Gene  12 ,Gene  7 ,0.559129004189744,activation/repression
Gene  13 ,Gene  6 ,0.530484729042747,activation/repression
Gene  13 ,Gene  1 ,0.486160400634854,activation/repression
Gene  13 ,Gene  7 ,0.47652168557883,activation/repression
Gene  12 ,Gene  13 ,0.447518758122989,activation/repression
Gene  12 ,Gene  14 ,0.432939285963943,activation/repression
Gene  5 ,Gene  4 ,0.382062679666829,activation/repression
Gene  12 ,Gene  15 ,0.329577182349812,activation/repression
Gene  6 ,Gene  5 ,0.317366938367745,activation/repression
Gene  6 ,Gene  3 ,0.299255379282586,activation/repression
Gene  12 ,Gene  5 ,0.270349848807564,activation/repression
Gene  11 ,Gene  13 ,0.25509694131404,activation/repression
Gene  12 ,Gene  2 ,0.242978667431435,activation/repression
Gene  13 ,Gene  5 ,0.227485184135758,activation/repression
Gene  12 ,Gene  16 ,0.2264486497967,activation/repression
Gene  12 ,Gene  17 ,0.219751830389063,activation/repression
Gene  13 ,Gene  2 ,0.212646727810486,activation/repression
Gene  13 ,Gene  14 ,0.195483474405154,activation/repression
Gene  11 ,Gene  12 ,0.155676427052243,activation/repression
Gene  5 ,Gene  2 ,0.135372085155084,activation/repression
Gene  11 ,Gene  14 ,0.130828769413772,activation/repression
Gene  13 ,Gene  15 ,0.115275411120928,activation/repression
Gene  12 ,Gene  3 ,0.0980292662865969,activation/repression
Gene  11 ,Gene  15 ,0.0844722711704076,activation/repression
Gene  13 ,Gene  3 ,0.0658283995730025,activation/repression
Gene  12 ,Gene  18 ,0.0467778316295476,activation/repression
Gene  13 ,Gene  17 ,0.0285477358285958,activation/repression
Gene  11 ,Gene  10 ,0.0186517668730348,activation/repression
Gene  11 ,Gene  1 ,0.0106963936126132,activation/repression
Gene  11 ,Gene  9 ,0.00439381950412553,activation/repression
Gene  14 ,Gene  13 ,1.20536066045377e-35,activation/repression
Gene  17 ,Gene  16 ,1.13807378779282e-35,activation/repression
Gene  7 ,Gene  4 ,1.09378742155896e-35,activation/repression
Gene  3 ,Gene  18 ,1.0016786908682e-35,activation/repression
Gene  4 ,Gene  3 ,1.00101244659869e-35,activation/repression
Gene  18 ,Gene  17 ,8.86892216178069e-36,activation/repression
Gene  15 ,Gene  14 ,8.21296162811303e-36,activation/repression
Gene  18 ,Gene  16 ,8.16892021139636e-36,activation/repression
Gene  8 ,Gene  4 ,7.79027407074322e-36,activation/repression
Gene  16 ,Gene  15 ,7.78444616000287e-36,activation/repression
Gene  7 ,Gene  5 ,6.50770435556435e-36,activation/repression
Gene  14 ,Gene  12 ,6.44202151087429e-36,activation/repression
Gene  16 ,Gene  14 ,6.30762963596457e-36,activation/repression
Gene  4 ,Gene  2 ,6.26346332722434e-36,activation/repression
Gene  15 ,Gene  13 ,5.56339461428363e-36,activation/repression
Gene  9 ,Gene  4 ,5.21939075837988e-36,activation/repression
Gene  8 ,Gene  5 ,4.90529882989044e-36,activation/repression
Gene  3 ,Gene  2 ,4.63223738437896e-36,activation/repression
Gene  17 ,Gene  15 ,3.42864863670381e-36,activation/repression
Gene  17 ,Gene  14 ,3.17622372758438e-36,activation/repression
Gene  9 ,Gene  5 ,2.99146497151086e-36,activation/repression
Gene  7 ,Gene  6 ,2.7367738764799e-36,activation/repression
Gene  14 ,Gene  15 ,2.42984194439233e-36,activation/repression
Gene  1 ,Gene  14 ,2.27993669598363e-36,activation/repression
Gene  8 ,Gene  6 ,1.95936635348362e-36,activation/repression
Gene  1 ,Gene  15 ,1.78508198063558e-36,activation/repression
Gene  17 ,Gene  8 ,1.61528681416466e-36,activation/repression
Gene  10 ,Gene  4 ,1.53957145653066e-36,activation/repression
Gene  1 ,Gene  13 ,1.27509734483326e-36,activation/repression
Gene  9 ,Gene  6 ,1.25852253301877e-36,activation/repression
Gene  10 ,Gene  5 ,1.15536179349351e-36,activation/repression
Gene  4 ,Gene  18 ,7.47487609974464e-37,activation/repression
Gene  10 ,Gene  6 ,6.99964828100826e-37,activation/repression
Gene  15 ,Gene  3 ,4.86773388473928e-37,activation/repression
Gene  9 ,Gene  3 ,4.3812154241948e-37,activation/repression
Gene  10 ,Gene  14 ,3.4792903378734e-37,activation/repression
Gene  1 ,Gene  12 ,3.44953171973455e-37,activation/repression
Gene  10 ,Gene  15 ,3.18105055969112e-37,activation/repression
Gene  17 ,Gene  1 ,2.52798613967597e-37,activation/repression
Gene  15 ,Gene  11 ,2.39962523295852e-37,activation/repression
Gene  1 ,Gene  11 ,1.33049807238826e-37,activation/repression
Gene  1 ,Gene  16 ,1.32224106214919e-37,activation/repression
Gene  16 ,Gene  9 ,4.2266021925405e-38,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  5 ,0,no regulation
Gene  1 ,Gene  6 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  1 ,Gene  9 ,0,no regulation
Gene  1 ,Gene  10 ,0,no regulation
Gene  1 ,Gene  17 ,0,no regulation
Gene  1 ,Gene  18 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  9 ,0,no regulation
Gene  2 ,Gene  10 ,0,no regulation
Gene  2 ,Gene  11 ,0,no regulation
Gene  2 ,Gene  12 ,0,no regulation
Gene  2 ,Gene  13 ,0,no regulation
Gene  2 ,Gene  14 ,0,no regulation
Gene  2 ,Gene  15 ,0,no regulation
Gene  2 ,Gene  16 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  3 ,Gene  7 ,0,no regulation
Gene  3 ,Gene  8 ,0,no regulation
Gene  3 ,Gene  9 ,0,no regulation
Gene  3 ,Gene  10 ,0,no regulation
Gene  3 ,Gene  11 ,0,no regulation
Gene  3 ,Gene  12 ,0,no regulation
Gene  3 ,Gene  13 ,0,no regulation
Gene  3 ,Gene  14 ,0,no regulation
Gene  3 ,Gene  15 ,0,no regulation
Gene  3 ,Gene  16 ,0,no regulation
Gene  3 ,Gene  17 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  10 ,0,no regulation
Gene  4 ,Gene  11 ,0,no regulation
Gene  4 ,Gene  12 ,0,no regulation
Gene  4 ,Gene  13 ,0,no regulation
Gene  4 ,Gene  14 ,0,no regulation
Gene  4 ,Gene  15 ,0,no regulation
Gene  4 ,Gene  16 ,0,no regulation
Gene  4 ,Gene  17 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  9 ,0,no regulation
Gene  5 ,Gene  10 ,0,no regulation
Gene  5 ,Gene  11 ,0,no regulation
Gene  5 ,Gene  12 ,0,no regulation
Gene  5 ,Gene  13 ,0,no regulation
Gene  5 ,Gene  14 ,0,no regulation
Gene  5 ,Gene  15 ,0,no regulation
Gene  5 ,Gene  16 ,0,no regulation
Gene  5 ,Gene  17 ,0,no regulation
Gene  5 ,Gene  18 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
