SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  3 ,Gene  6 ,0.437367004283238,activation/repression
Gene  3 ,Gene  7 ,0.325315255254507,activation/repression
Gene  2 ,Gene  1 ,0.266466510794648,activation/repression
Gene  2 ,Gene  6 ,0.180224026905572,activation/repression
Gene  2 ,Gene  7 ,0.0863994620819434,activation/repression
Gene  2 ,Gene  5 ,0.0282137231485092,activation/repression
Gene  1 ,Gene  4 ,6.13308721034002e-37,activation/repression
Gene  1 ,Gene  6 ,4.20638176703266e-37,activation/repression
Gene  1 ,Gene  5 ,3.91037012775837e-37,activation/repression
Gene  4 ,Gene  3 ,2.25804274051083e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  1 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  2 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  4 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  5 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  5 ,0,no regulation
Gene  7 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
