SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  3 ,Gene  1 ,0.835008373197459,activation/repression
Gene  3 ,Gene  8 ,0.75057678337236,activation/repression
Gene  1 ,Gene  10 ,0.723954523172865,activation/repression
Gene  4 ,Gene  3 ,0.662336098775327,activation/repression
Gene  2 ,Gene  10 ,0.52800312064286,activation/repression
Gene  3 ,Gene  7 ,0.524004284737041,activation/repression
Gene  1 ,Gene  2 ,0.46061954737113,activation/repression
Gene  3 ,Gene  10 ,0.410719289526671,activation/repression
Gene  4 ,Gene  1 ,0.318408443879653,activation/repression
Gene  3 ,Gene  5 ,0.204920177307455,activation/repression
Gene  2 ,Gene  9 ,0.203346714245966,activation/repression
Gene  4 ,Gene  2 ,0.185403900973145,activation/repression
Gene  1 ,Gene  9 ,0.153125228300517,activation/repression
Gene  3 ,Gene  6 ,0.11904743273993,activation/repression
Gene  1 ,Gene  5 ,0.067719991968061,activation/repression
Gene  3 ,Gene  9 ,0.0521628042870545,activation/repression
Gene  1 ,Gene  6 ,0.0160954315414978,activation/repression
Gene  9 ,Gene  7 ,7.0954074164344e-36,activation/repression
Gene  9 ,Gene  8 ,6.57614065829342e-36,activation/repression
Gene  10 ,Gene  9 ,5.92228599134739e-36,activation/repression
Gene  7 ,Gene  6 ,4.18261021045631e-36,activation/repression
Gene  8 ,Gene  6 ,3.85615042053956e-36,activation/repression
Gene  5 ,Gene  4 ,3.25039341990116e-36,activation/repression
Gene  7 ,Gene  5 ,3.12239343155576e-36,activation/repression
Gene  6 ,Gene  4 ,3.05108464087634e-36,activation/repression
Gene  8 ,Gene  5 ,3.01140552259518e-36,activation/repression
Gene  10 ,Gene  7 ,8.66170309972765e-37,activation/repression
Gene  10 ,Gene  8 ,6.38395750671043e-37,activation/repression
Gene  5 ,Gene  9 ,5.32040169289432e-37,activation/repression
Gene  8 ,Gene  7 ,1.59234991472931e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  1 ,Gene  7 ,0,no regulation
Gene  1 ,Gene  8 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  2 ,Gene  6 ,0,no regulation
Gene  2 ,Gene  7 ,0,no regulation
Gene  2 ,Gene  8 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  5 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  4 ,Gene  8 ,0,no regulation
Gene  4 ,Gene  9 ,0,no regulation
Gene  4 ,Gene  10 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  3 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  8 ,0,no regulation
Gene  5 ,Gene  10 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  5 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  10 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  4 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  9 ,0,no regulation
Gene  7 ,Gene  10 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  4 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  9 ,0,no regulation
Gene  8 ,Gene  10 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  3 ,0,no regulation
Gene  9 ,Gene  4 ,0,no regulation
Gene  9 ,Gene  5 ,0,no regulation
Gene  9 ,Gene  6 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  10 ,0,no regulation
Gene  10 ,Gene  1 ,0,no regulation
Gene  10 ,Gene  2 ,0,no regulation
Gene  10 ,Gene  3 ,0,no regulation
Gene  10 ,Gene  4 ,0,no regulation
Gene  10 ,Gene  5 ,0,no regulation
Gene  10 ,Gene  6 ,0,no regulation
Gene  10 ,Gene  10 ,0,no regulation
