0	0.89482546
1	0.9287383
2	0.92954624
3	0.9315599
4	0.9326323
5	0.9355471
6	0.9358934
7	0.9372
8	0.9375029
9	0.93778235
10	0.9392771
11	0.9396861
12	0.93986535
13	0.9402071
14	0.940304
15	0.94083256
16	0.9408809
17	0.94092935
18	0.9413142
19	0.9413547
20	0.9415815
21	0.9420237
22	0.9421119
23	0.9427368
24	0.9429141
25	0.9431235
26	0.94338816
27	0.94344246
28	0.94349736
29	0.9435064
30	0.94355595
31	0.9435797
32	0.9445147
33	0.94467664
34	0.94507957
35	0.9454479
36	0.9457599
37	0.94580317
38	0.94604385
39	0.94623953
40	0.9467815
41	0.94716054
42	0.94767654
43	0.9481543
44	0.94841075
45	0.9484511
46	0.9490524
47	0.9496358
48	0.94965565
49	0.94974566
50	0.94975007
51	0.9506778
52	0.95111305
53	0.9512642
54	0.951299
55	0.95132184
56	0.95204103
57	0.9524732
58	0.9526115
59	0.95284015
60	0.953356
61	0.9535749
62	0.95393527
63	0.9547273
64	0.9547396
65	0.9550068
66	0.95501906
67	0.9555364
68	0.955769
69	0.95611256
70	0.9566856
71	0.9571507
72	0.95715207
73	0.95771945
74	0.95779914
75	0.9587673
76	0.958888
77	0.95903236
78	0.95913327
79	0.9592539
80	0.9597118
81	0.96004283
82	0.96076554
83	0.9615804
84	0.96160144
85	0.96234286
86	0.9636021
87	0.9636823
88	0.96394175
89	0.96437204
90	0.96444833
91	0.96459806
92	0.9648689
93	0.96498275
94	0.9653112
95	0.9653925
96	0.965844
97	0.96649003
98	0.9677071
99	0.9683242
100	0.9717724
101	0.9720089
102	0.97332066
103	0.9740586
104	0.9741695
105	0.97422314
106	0.97689235
107	0.9780534
108	0.9788229
109	0.97949415
110	0.9806376
111	0.9816201
112	0.98209006
113	0.982136
114	0.9830155
115	0.985398
116	0.9861188
117	0.9910136
118	0.99195176
119	0.9925466
120	0.99271107
121	0.994553
122	0.9949574
123	0.99526626
124	0.99527705
125	0.99590313
126	0.9959786
127	0.9973494
128	0.9977048
129	0.99777114
130	0.99856347
131	1.0
