321,60,71,68,135,180,186,182,266,248,258,272,168,112,99,128,67,207
178,204,261,263,147,191,139,146,157,221,138,79,148,91,57,210,253,278
286,303,158,279,277,234,164,5,181,149,151,155,52,106,21,6,94,285
218,280,312,202,287,299,103,69,172,165,100,51,18,64,33,132,195,206
208,188,292,300,197,284,213,232,111,189,92,127,167,10,214,70,7,89
252,150,227,294,318,212,267,260,245,145,78,110,20,4,36,117,93,80
259,199,143,247,307,316,231,194,265,257,154,125,23,124,3,12,1,29
179,131,123,215,239,320,309,250,276,220,115,50,32,39,74,85,163,134
153,102,224,88,173,228,322,317,254,171,119,237,37,209,142,30,162,31
230,82,72,118,161,264,310,306,314,219,170,140,38,58,136,49,200,34
324,55,84,15,83,126,177,137,187,293,270,282,298,108,133,76,101,86
323,90,22,35,16,222,43,95,81,193,296,249,311,244,192,152,159,156
217,56,42,98,62,66,54,114,160,295,301,319,141,281,268,242,26,44
246,14,120,2,11,175,25,63,105,235,233,273,302,243,304,238,190,129
166,201,87,48,61,13,121,17,75,255,256,241,184,297,223,274,240,211
196,9,59,183,116,45,144,8,53,229,96,107,269,275,313,216,289,271
305,262,113,19,47,27,77,28,97,198,203,176,104,41,283,315,226,290
225,288,185,251,122,65,205,46,24,169,174,109,40,73,130,291,308,236
