TE	0	1	2	3	4	5	6	7	8	9
0	0	0.007295616850642619	0.07890022068645879	0.05726510586723671	0.040791739995211795	0.030136660334911934	0.05305153522660743	0.053899913956854756	0.018360638771342832	0.01531309081009113
1	0.008371790616173134	0	0.05263141140466132	0.05040069178748726	0.011494850858461145	0.003706149000456409	0.028628019919106608	0.021275709157581178	0.022802436308878585	0.0306446981866441
2	0.03661416427709347	0.0407812129083762	0	0.08892868776555474	0.04924363507342528	0.03586086864176096	0.0494689884342402	0.03199071111542988	0.0176679182187727	0.025819500900193058
3	0.0482860574679163	0.04377432099459604	0.10620638630693165	0	0.03517265107980753	0.029461565066035388	0.03966788474404059	0.039960231164749456	0.027611114598591724	0.03959276167182686
4	0.03327690288316509	0.003235139122204206	0.079398105646365	0.06862763688382784	0	0.0742114216223028	0.03745879750095458	0.04705944367708489	0.016651072049899625	0.013342301547791004
5	0.035457805007306185	0.003045172749808848	0.06306444355859211	0.06228603746522444	0.09349994965457772	0	0.0537911253748602	0.029485495494256518	0.01793770489998461	0.010170728987910379
6	0.0422415703329827	0.014463657976318538	0.05576204360800506	0.09259217711626765	0.042075024503484104	0.020781584521649132	0	0.03508322408777768	0.028195289830715096	0.02764667827174185
7	0.03378631347151066	0.010951524768415972	0.05961675065654716	0.07672832606097026	0.06254518640732859	0.05400459005142358	0.06847600333286599	0	0.02098725038681368	0.016046845718999746
8	0.05504308532942271	0.017602393556872972	0.07041188427861338	0.07215952824584786	0.04843046330734766	0.04809209015099195	0.06869898993593644	0.04699796403432367	0	0.017502461344472982
9	0.04440237212449294	0.03519484312459172	0.0829043407622579	0.06457729626859486	0.029710501976661592	0.02180635778167967	0.05512551955512252	0.04309920948647397	0.02049902870069373	0
