1.0538654 0.123940416 0.010425368 0.0080384 0.00021249548 0.028669588 0.01
1.2473053 0.32535517 0.02964723 0.018234385 0.032393374 0.00451716 0.009900238
1.2795902 0.30927292 0.00027739632 0.021826923 0.07112178 0.005607384 0.0061463346
1.3501801 0.12310243 0.0055520646 0.022818388 0.043753795 0.023102824 0.004833684
1.1473781 0.3125198 0.025110014 0.003627299 0.02278146 0.009961942 0.026951814
1.288937 0.23768982 0.016278973 0.022051966 0.015569583 0.0069640516 0.014704285
1.2556338 0.20892617 0.008006406 0.04005666 0.0042097047 0.023865525 0.021546569
1.2336426 0.22512405 0.022172783 0.0055704163 0.0015503702 0.0055017406 0.00045743163
1.1901349 0.21459761 0.0053040474 0.017903883 0.008709617 0.008622986 0.0037448276
1.392007 0.25452593 0.0043716133 0.03174802 0.004674216 0.0039595426 0.006997033
1.3271126 0.3455011 0.01939361 0.024140567 0.018455802 0.016026994 0.00078993675
1.3062629 0.39743564 0.0002611044 0.0071961437 0.012239866 0.005892119 0.0081749605
1.2406204 0.50939655 0.010189003 0.001160133 0.024845399 0.009999745 0.009167697
1.5587978 0.24430278 0.023256797 0.002654694 0.0006269755 0.021418927 0.000811868
1.5776681 0.29206598 0.020685859 0.01761786 0.02388266 0.043739337 0.051619817
1.3500025 0.64038473 0.0043008355 0.001507203 0.0074356473 0.065361984 0.0067862333
1.5652286 0.39390153 0.0061756065 0.0025684023 0.030826436 0.002976787 0.004400323
1.259387 0.74759746 0.023529263 0.0018362396 0.0014869375 0.012896152 0.006096391
1.522047 0.502705 0.0032079164 0.03454216 0.0065554115 0.015751544 0.012323694
1.5943532 0.4940333 0.020455414 0.014911061 0.009618797 0.0028576364 0.025200952
1.8030252 0.29583624 0.0011453652 0.0038325693 0.004904525 0.02316905 0.016203197
1.4521562 0.70281875 0.022527374 0.0055729426 0.0043862876 0.008831315 0.005290894
1.6195098 0.5427995 0.023647493 0.004259372 0.025413416 0.0370125 0.0013262668
1.4441601 0.7395211 0.028824707 0.004473081 0.002014022 0.0021686861 0.011607217
2.096221 0.34568244 0.008138809 0.0016570532 0.009269629 0.0061486987 0.0024698214
2.1788821 0.51542914 0.022531793 0.011084356 0.026676217 0.10894543 0.010502188
2.2848928 0.45291072 0.060786054 0.033169832 0.004500269 0.004529125 0.013792367
1.8166419 0.42599225 0.013044356 0.022836821 0.0096760485 0.03934665 0.007005842
1.7083987 0.5130857 0.017850136 0.0027391796 0.014036991 0.06290381 0.015265128
2.1227891 0.57805544 0.010198482 0.010395243 0.0013483024 0.10899287 0.073444895
1.8820105 0.45623744 0.025223603 0.02782529 0.025748592 0.0066892616 0.00318805
2.0374093 0.5808533 0.014194383 0.0039274907 0.04785335 0.005555392 0.033794407
1.9674525 0.5427524 0.0003912175 0.0030824586 0.0023381857 0.0017445082 0.045314543
1.8273555 0.49009386 0.008230155 0.040144257 0.029118687 0.0074041374 0.051208276
1.8775748 0.51045567 0.011832873 0.0036073674 0.024697652 0.0014483639 0.012364237
1.7328653 0.54512316 0.017159525 0.0072173914 0.02111017 0.00066860585 0.0023875677
