SourceGENES,TargetGENES,Interaction,Edges
Gene  3 ,Gene  2 ,1,activation/repression
Gene  7 ,Gene  5 ,0.893321123610516,activation/repression
Gene  1 ,Gene  6 ,0.890923335150427,activation/repression
Gene  3 ,Gene  1 ,0.423320067828601,activation/repression
Gene  2 ,Gene  7 ,0.33765323381691,activation/repression
Gene  5 ,Gene  3 ,0.193202358918448,activation/repression
Gene  5 ,Gene  4 ,0.191656651102861,activation/repression
Gene  1 ,Gene  5 ,0.177572757379161,activation/repression
Gene  3 ,Gene  7 ,0.156232916263566,activation/repression
Gene  2 ,Gene  6 ,0.141977124006972,activation/repression
Gene  3 ,Gene  4 ,0.13971793385634,activation/repression
Gene  2 ,Gene  4 ,0.0943639237165247,activation/repression
Gene  7 ,Gene  4 ,0.0896038824763903,activation/repression
Gene  1 ,Gene  7 ,0.0645467517468881,activation/repression
Gene  4 ,Gene  2 ,6.70512597178759e-37,activation/repression
Gene  4 ,Gene  3 ,5.71452205971974e-37,activation/repression
Gene  6 ,Gene  5 ,4.93395679155758e-37,activation/repression
Gene  4 ,Gene  5 ,1.33660345870188e-37,activation/repression
Gene  1 ,Gene  1 ,0,no regulation
Gene  1 ,Gene  2 ,0,no regulation
Gene  1 ,Gene  3 ,0,no regulation
Gene  1 ,Gene  4 ,0,no regulation
Gene  2 ,Gene  1 ,0,no regulation
Gene  2 ,Gene  2 ,0,no regulation
Gene  2 ,Gene  3 ,0,no regulation
Gene  2 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  3 ,0,no regulation
Gene  3 ,Gene  5 ,0,no regulation
Gene  3 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  1 ,0,no regulation
Gene  4 ,Gene  4 ,0,no regulation
Gene  4 ,Gene  6 ,0,no regulation
Gene  4 ,Gene  7 ,0,no regulation
Gene  5 ,Gene  1 ,0,no regulation
Gene  5 ,Gene  2 ,0,no regulation
Gene  5 ,Gene  5 ,0,no regulation
Gene  5 ,Gene  6 ,0,no regulation
Gene  5 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  1 ,0,no regulation
Gene  6 ,Gene  2 ,0,no regulation
Gene  6 ,Gene  3 ,0,no regulation
Gene  6 ,Gene  4 ,0,no regulation
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  6 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
