,PseudoTime1,PseudoTime2
E341_562,0.70389,NA
E562_788,0.98745,NA
E398_737,0.92346,NA
E559_354,NA,0.44291
E880_633,0.79297,NA
E384_424,0.53074,NA
E442_208,NA,0.25972
E420_735,NA,0.92095
E656_758,NA,0.94981
E221_193,NA,0.2409
E340_48,0.05897,NA
E297_532,0.66625,NA
E409_550,NA,0.68883
E260_575,NA,0.7202
E817_601,0.75282,NA
E68_125,0.15558,NA
E624_346,NA,0.43287
E150_141,0.17566,NA
E294_567,NA,0.71016
E366_446,0.55834,NA
E703_35,0.04266,NA
E700_197,0.24592,NA
E903_787,NA,0.9862
E237_278,NA,0.34755
E58_731,0.91593,NA
E124_773,NA,0.96863
E902_331,0.41405,NA
E503_570,NA,0.71393
E530_307,NA,0.38394
E200_484,0.60602,NA
E579_433,0.54203,NA
E240_540,0.67629,NA
E643_738,0.92472,NA
E605_211,0.26349,NA
E63_422,0.52823,NA
E544_545,NA,0.68256
E489_757,NA,0.94856
E853_212,NA,0.26474
E464_673,NA,0.84316
E422_525,0.65747,NA
E350_514,0.64366,NA
E564_364,0.45546,NA
E186_506,NA,0.63363
E767_498,NA,0.62359
E822_444,NA,0.55583
E226_484,NA,0.60602
E623_623,0.78043,NA
E938_174,0.21706,NA
E437_4,0.00376,NA
E320_26,NA,0.03137
E361_246,0.3074,NA
E327_715,0.89586,NA
E138_103,0.12798,NA
E289_536,0.67127,NA
E180_485,NA,0.60728
E732_548,0.68632,NA
E421_524,0.65621,NA
E606_190,0.23714,NA
E411_362,0.45295,NA
E161_542,NA,0.6788
E54_176,0.21957,NA
E133_784,0.98243,NA
E590_128,NA,0.15935
E646_455,0.56964,NA
E860_764,0.95734,NA
E716_123,0.15307,NA
E601_373,NA,0.46675
E662_542,NA,0.6788
E269_213,0.266,NA
E806_288,NA,0.3601
E73_286,0.35759,NA
E513_553,NA,0.6926
E301_496,NA,0.62108
E661_8,NA,0.00878
E466_545,0.68256,NA
E826_372,0.4655,NA
E566_28,0.03388,NA
E97_226,0.28231,NA
E494_433,NA,0.54203
E516_437,0.54705,NA
E840_185,NA,0.23087
E621_737,NA,0.92346
E759_719,NA,0.90088
E977_225,NA,0.28105
E390_96,0.1192,NA
E891_729,0.91343,NA
E532_584,NA,0.73149
E730_178,NA,0.22208
E18_715,0.89586,NA
E3_473,NA,0.59222
E110_575,NA,0.7202
E888_698,NA,0.87453
E439_425,NA,0.53199
E235_424,0.53074,NA
E402_312,0.39021,NA
E852_626,0.78419,NA
E136_278,NA,0.34755
E555_1,NA,0.0
E907_304,0.38018,NA
E339_6,0.00627,NA
E805_103,0.12798,NA
E393_726,NA,0.90966
E243_177,NA,0.22083
E655_109,NA,0.13551
E368_288,0.3601,NA
E779_191,NA,0.23839
E265_280,0.35006,NA
E144_481,NA,0.60226
E322_527,NA,0.65997
E501_724,0.90715,NA
E288_724,0.90715,NA
E874_779,0.97616,NA
E654_635,0.79548,NA
E809_250,NA,0.31242
E755_234,NA,0.29235
E953_628,0.7867,NA
E862_464,NA,0.58093
E951_623,0.78043,NA
E255_540,0.67629,NA
E963_478,0.59849,NA
E768_583,0.73024,NA
E96_43,NA,0.0527
E17_104,0.12923,NA
E206_416,NA,0.5207
E92_25,0.03011,NA
E270_226,0.28231,NA
E867_733,NA,0.91844
E52_667,NA,0.83563
E336_306,NA,0.38269
E56_624,NA,0.78168
E814_232,0.28984,NA
E957_784,NA,0.98243
E219_697,0.87327,NA
E923_490,NA,0.61355
E457_468,0.58595,NA
E296_510,0.63864,NA
E278_747,0.93601,NA
E482_465,0.58218,NA
E344_666,NA,0.83438
E872_485,0.60728,NA
E967_157,0.19573,NA
E573_22,0.02635,NA
E187_266,0.3325,NA
E222_222,NA,0.27729
E318_615,NA,0.77039
E168_715,NA,0.89586
E212_105,NA,0.13049
E876_522,0.6537,NA
E43_437,NA,0.54705
E314_385,0.48181,NA
E841_130,0.16186,NA
E359_407,NA,0.50941
E807_702,0.87955,NA
E498_337,NA,0.42158
E213_702,0.87955,NA
E40_520,0.65119,NA
E354_782,0.97992,NA
E360_470,0.58846,NA
E802_137,0.17064,NA
E201_116,NA,0.14429
E330_539,NA,0.67503
E228_677,NA,0.84818
E374_92,NA,0.11418
E526_747,NA,0.93601
E709_781,NA,0.97867
E773_88,0.10916,NA
E926_21,0.02509,NA
E871_463,0.57967,NA
E29_712,0.8921,NA
E981_116,NA,0.14429
E919_81,NA,0.10038
E373_674,NA,0.84442
E306_749,0.93852,NA
E388_243,0.30364,NA
E771_611,0.76537,NA
E764_429,NA,0.53701
E436_30,NA,0.03639
E33_423,NA,0.52949
E639_81,NA,0.10038
E41_643,NA,0.80552
E997_410,0.51317,NA
E838_473,NA,0.59222
E585_704,0.88206,NA
E477_501,NA,0.62735
E239_57,0.07026,NA
E698_489,0.6123,NA
E434_208,NA,0.25972
E552_288,NA,0.3601
E940_54,NA,0.0665
E432_729,0.91343,NA
E103_142,NA,0.17691
E338_348,NA,0.43538
E321_251,0.31368,NA
E356_350,0.43789,NA
E406_544,NA,0.6813
E208_349,0.43664,NA
E50_566,NA,0.70891
E392_180,0.22459,NA
E236_93,0.11543,NA
E185_482,NA,0.60351
E303_357,0.44668,NA
E983_588,0.73651,NA
E140_679,0.85069,NA
E266_313,0.39147,NA
E75_225,0.28105,NA
E793_243,0.30364,NA
E897_603,0.75533,NA
E683_745,0.9335,NA
E535_196,0.24467,NA
E61_440,0.55082,NA
E751_217,0.27102,NA
E787_535,0.67001,NA
E778_575,NA,0.7202
E156_368,0.46048,NA
E993_669,0.83814,NA
E313_222,0.27729,NA
E216_49,0.06023,NA
E859_111,0.13802,NA
E546_239,0.29862,NA
E367_47,NA,0.05772
E540_791,NA,0.99122
E883_82,NA,0.10163
E906_529,0.66248,NA
E636_550,0.68883,NA
E471_676,0.84693,NA
E492_758,NA,0.94981
E132_505,NA,0.63237
E534_590,0.73902,NA
